timestamp,pid,process_name,cpu_usage,ram_usage,category,alias_name
2026-04-01T19:13:52.485132Z,574,574,0.0,19,Uncategorized,574
2026-04-01T19:13:52.485132Z,35975,35975,0.0,6,Uncategorized,35975
2026-04-01T19:13:52.485132Z,36827,36827,0.0,9,Uncategorized,36827
2026-04-01T19:13:52.485132Z,35974,35974,0.0,12,Uncategorized,35974
2026-04-01T19:13:52.485132Z,575,575,0.0,3,Uncategorized,575
2026-04-01T19:13:52.485132Z,696,696,0.0,1,Uncategorized,696
2026-04-01T19:13:52.485132Z,35943,findmylocateagent,0.0,13,Uncategorized,findmylocateagent
2026-04-01T19:13:52.485132Z,36828,36828,0.0,9,Uncategorized,36828
2026-04-01T19:13:52.485132Z,35973,35973,0.0,11,Uncategorized,35973
2026-04-01T19:13:52.485132Z,697,697,0.0,18,Uncategorized,697
2026-04-01T19:13:52.485132Z,2065,TipsWidgetExtension,0.0,11,Uncategorized,TipsWidgetExtension
2026-04-01T19:13:52.485132Z,577,577,0.0,3,Uncategorized,577
2026-04-01T19:13:52.485132Z,35972,35972,0.0,12,Uncategorized,35972
2026-04-01T19:13:52.485132Z,35916,generativeexperiencesd,0.0,18,Uncategorized,generativeexperiencesd
2026-04-01T19:13:52.485132Z,35971,35971,0.0,11,Uncategorized,35971
2026-04-01T19:13:52.485132Z,4662,PAH_Extension,0.0,24,Uncategorized,PAH_Extension
2026-04-01T19:13:52.485132Z,70902,com.apple.hiservices-xpcservice,0.0,3,Uncategorized,com.apple.hiservices-xpcservice
2026-04-01T19:13:52.485132Z,1408,ContinuityCaptureAgent,0.0,16,Uncategorized,ContinuityCaptureAgent
2026-04-01T19:13:52.485132Z,44682,AdobeResourceSynchronizer,0.1,33,Uncategorized,AdobeResourceSynchronizer
2026-04-01T19:13:52.485132Z,35979,35979,0.1,2,Uncategorized,35979
2026-04-01T19:13:52.485132Z,35978,35978,0.0,2,Uncategorized,35978
2026-04-01T19:13:52.485132Z,65351,65351,0.0,28,Uncategorized,65351
2026-04-01T19:13:52.485132Z,25814,25814,0.0,2,Uncategorized,25814
2026-04-01T19:13:52.485132Z,83100,App Store,0.0,67,Uncategorized,App Store
2026-04-01T19:13:52.485132Z,24467,Java Updater,0.0,9,Uncategorized,Java Updater
2026-04-01T19:13:52.485132Z,1406,NotificationCenter,0.0,69,Uncategorized,NotificationCenter
2026-04-01T19:13:52.485132Z,581,581,0.0,4,Uncategorized,581
2026-04-01T19:13:52.485132Z,582,582,0.0,4,Uncategorized,582
2026-04-01T19:13:52.485132Z,583,583,0.0,1,Uncategorized,583
2026-04-01T19:13:52.485132Z,14442,com.apple.Virtualization.VirtualMachine,0.6,97,Uncategorized,com.apple.Virtualization.VirtualMachine
2026-04-01T19:13:52.485132Z,36149,swcd,0.0,15,Uncategorized,swcd
